id,date,description,amount,created_at,updated_at,account_id,category_id,transaction_type
2ed75d13dccd,2025-08-21,Spotify P39C2C9B8F,-16.99,2025-09-20T14:35:34.041377,2025-09-20T14:35:34.041377,21,,debit
bc46dfbd77d6,2025-08-22,NATL GEN INS*RECURRING,-109.8,2025-09-20T14:35:34.041377,2025-09-20T14:35:34.041377,21,,debit
ba0c0078be8e,2025-08-22,CREDIT-CASH BACK REWARD,26.61,2025-09-20T14:35:34.041377,2025-09-20T14:35:34.041377,21,,credit
28fcfe1cf42b,2025-08-22,CAPITAL ONE MOBILE PYMT,128.0,2025-09-20T14:35:34.041377,2025-09-20T14:35:34.041377,21,,credit
53b5a2f67738,2025-08-22,CAPITAL ONE MOBILE PYMT,800.0,2025-09-20T14:35:34.041377,2025-09-20T14:35:34.041377,21,,credit
f04593bdcd3c,2025-08-25,CAPITAL ONE MOBILE PYMT,77.46,2025-09-20T14:35:34.041377,2025-09-20T14:35:34.041377,21,,credit
96e7fdef07f4,2025-08-28,Prime Video Channels,-9.99,2025-09-20T14:35:34.041377,2025-09-20T14:35:34.041377,21,,debit
da72826858bd,2025-08-29,European Wax Center,-57.69,2025-09-20T14:35:34.041377,2025-09-20T14:35:34.041377,21,,debit
96e695753529,2025-09-01,CAPITAL ONE MOBILE PYMT,67.68,2025-09-20T14:35:34.050886,2025-09-20T14:35:34.050886,21,,credit
2007f1c62117,2025-09-06,VERCEL DOMAINS,-10.81,2025-09-20T14:35:34.050886,2025-09-20T14:35:34.050886,21,,debit
f0e78b926311,2025-09-10,CAPITAL ONE MOBILE PYMT,10.81,2025-09-20T14:35:34.050886,2025-09-20T14:35:34.050886,21,,credit
b49d43635abd,2025-09-16,APPLE.COM/BILL,-0.99,2025-09-20T14:35:34.050886,2025-09-20T14:35:34.050886,21,,debit
8b095c1dce1c,2025-09-19,CAPITAL ONE MOBILE PYMT,0.99,2025-09-20T14:35:34.050886,2025-09-20T14:35:34.050886,21,,credit
033058a82571,2025-09-16,Deposit from 360 Checking XXXXXXX5440,850.0,2025-09-20T14:35:33.931000,2025-09-20T14:35:33.931000,22,,credit
cd45fd6eed9a,2025-09-19,Deposit from 360 Checking XXXXXXX7729,150.0,2025-09-20T14:35:33.931000,2025-09-20T14:35:33.931000,22,139.0,credit
